U,time,event,A,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,T0,T1,C0,C1,T,C,CATE_XU_eq7,ITE_T1_minus_T0
0.7696800506512211,0.18281168628123692,1,0,0.30471707975443135,-1.0399841062404955,0.7504511958064572,0.9405647163912139,-1.9510351886538364,-1.302179506862318,0.12784040316728537,-0.3162425923435822,-0.016801157504288795,-0.85304392757358,0.18281168628123692,0.27272298861179706,0.7712210274692493,0.7712210274692493,0.18281168628123692,0.7712210274692493,0.11863244462890528,0.08991130233056013
-1.8439053180757707,0.15413919240148988,1,1,0.8793979748628286,0.7777919354289483,0.06603069756121605,1.1272412069680329,0.4675093422520456,-0.8592924628832382,0.36875078408249884,-0.9588826008289989,0.8784503013072725,-0.049925910986252896,0.10332259054646294,0.15413919240148988,0.44079313829057826,0.44079313829057826,0.15413919240148988,0.44079313829057826,0.11808177291605601,0.05081660185502694
-0.23965767667339877,0.4295241361490648,1,1,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,-0.4283278221631072,-0.3521335504882296,0.5323091855533487,0.36544406436407834,0.4127326115959884,0.43082100300788273,0.28791863871685935,0.4295241361490648,1.6942034892080367,1.6942034892080367,0.4295241361490648,1.6942034892080367,0.23600033897434028,0.14160549743220546
-1.0906361368524866,0.1969039802606314,1,0,2.1416476008704612,-0.4064150163846156,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,1.1289722927208916,-0.11394745765487507,-0.840156476962528,-0.8244812156912396,0.6505927878247011,0.1969039802606314,0.2937462208166791,0.7007672394815667,0.7007672394815667,0.1969039802606314,0.7007672394815667,0.18213328843155585,0.0968422405560477
2.8636530081230047,0.25670036355339404,1,0,0.7432541712034423,0.543154268305195,-0.6655097072886943,0.23216132306671977,0.11668580914072822,0.21868859672901295,0.8714287779481898,0.22359554877468227,0.6789135630718949,0.06757906948889146,0.25670036355339404,0.3829519422424462,1.9810216636103501,1.9810216636103501,0.25670036355339404,1.9810216636103501,0.0809522018847967,0.12625157868905218
-1.003779503182716,0.23311629515074453,0,1,0.28911939868998415,0.6312882258385404,-1.4571558198556664,-0.31967121635730134,-0.4703726542927955,-0.6388778482433419,-0.27514225122668373,1.4949413112343959,-0.8658311156932432,0.9682783545914808,0.43481722276991813,0.64867107188795,0.23311629515074453,0.23311629515074453,0.64867107188795,0.23311629515074453,0.11212997850404256,0.2138538491180319
-1.497243998415787,1.4626429183266798,1,1,-1.6828697716158048,-0.33488502998577485,0.1627530651050056,0.5862223313592781,0.711226579792855,0.7933472351999252,-0.3487250722484376,-0.46235179266456716,0.8579758812571538,-0.1913043248816149,0.980438868346442,1.4626429183266798,6.278587305248287,6.278587305248287,1.4626429183266798,6.278587305248287,0.3898614810199119,0.4822040499802378
-2.7703714184365933,0.8742148033157671,1,1,-1.2756863233379219,-1.1332872140034806,-0.9194522860016113,0.49716074405376404,0.14242573607056525,0.6904853540677682,-0.42725264633653426,0.15853969107671423,0.6255903939673367,-0.3093465397202384,0.5860037072036623,0.8742148033157671,4.88000551260797,4.88000551260797,0.8742148033157671,4.88000551260797,0.3607888972112879,0.2882110961121047
-1.0362643383377539,0.09545497767124422,0,0,0.45677523755741145,-0.6619259410666513,-0.3630538465650718,-0.3817378939983291,-1.1958396455890397,0.4869724807855818,-0.46940234020272387,0.01249411872768743,0.48074665890590895,0.4465311760299441,0.5680409513821095,0.847417520543475,0.09545497767124422,0.09545497767124422,0.5680409513821095,0.09545497767124422,0.18921739690885156,0.27937656916136544
0.12284732376770709,0.10048844292866932,0,0,0.6653851089727862,-0.09848548450942361,-0.42329831204415375,-0.07971821090639905,-1.6873344339580298,-1.4471124724230873,-1.3226996123544024,-0.9972468276014818,0.3997742267234366,-0.9054790553600608,0.5575481814391935,0.8317641471959648,0.10048844292866932,0.10048844292866932,0.5575481814391935,0.10048844292866932,0.17744113962357352,0.2742159657567713
